id,nom,insee,adresse,url,type_usagers,gratuit,nb_places,nb_pr,nb_pmr,nb_voitures_electriques,nb_velo,nb_2r_el,nb_autopartage,nb_2_rm,nb_covoit,hauteur_max,num_siret,Xlong,Ylat,tarif_pmr,tarif_1h,tarif_2h,tarif_3h,tarif_4h,tarif_24h,abo_resident,abo_non_resident,type_ouvrage,info,id_source
44143-P-043,Trentemoult-Dépot,44143,Rue Ordronneau,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,20,20,0,0,0,0,0,0,0,N/A,24440040400129,-1.58068768,47.19196498,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,TRE1
44035-P-052,La Chapelle Centre Ouest,44035,Avenue de la Gare,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,44,44,1,0,0,0,0,0,0,N/A,24440040400129,-1.54876773,47.29687619,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,LCH4
44035-P-053,La Chapelle Centre Est,44035,Rue de l'Erdre,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,65,65,3,0,52,0,0,9,0,N/A,24440040400129,-1.54771562,47.29780153,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,LCH3
44109-P-064,Cathédrale,44109,Rue Sully,https://www.parkings-nantes.fr/fr/parkings/cathedrale,tous,0,382,0,9,1,52,7,0,14,0,220,24440040400129,-1.55105617,47.22081334,normal_payant,2.70,4.80,6.30,7.30,15.60,92,170,ouvrage,accessible 7h - 23h du lundi au samedi le 9h – 20h le dimanche 7j/7 (abonnés),CAT1
44109-P-081,Chantiers Navals,44109,Quai de la Fosse,https://www.parkings-nantes.fr/fr/parkings/chantiersnavals,tous,0,46,0,3,0,0,0,0,0,0,N/A,24440040400129,-1.56889652,47.20827792,normal_payant,2.50,5.00,7.60,9.90,28.90,39.5,0,enclos_en_surface,accessibles 24h/24 et 7j/7 - abonnements résidents uniquement,CHN1
44109-P-087,Parc Autocars,44109,Chemin de la Roche,https://www.effia.com/parking/parking-gare-de-nantes-sud-3-autocars-effia,tous,0,20,0,0,0,0,0,0,0,0,N/A,24440040400129,-1.5172523,47.21740558,normal_payant,0.60,1.30,1.80,2.50,15.20,4.7,0,enclos_en_surface,accessibles 24h/24 et 7j/7 - réservé aux cars de transport et tourisme,GSB1
44109-P-089,Pirmil,44109,Rue Esnoul des Châtelets,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,216,216,6,0,70,0,0,0,0,N/A,24440040400129,-1.54138429,47.19701842,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,PIR1
44047-P-093,Gare de Couëron sud,44047,Rue de la Gare,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,42,42,2,0,42,0,0,0,0,N/A,24440040400129,-1.72417216,47.22196052,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,GCO1
44035-P-020,La Chapelle Aulnay Ouest,44035,Rue Olympe de Gouges,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,103,103,2,0,0,0,0,0,0,N/A,24440040400129,-1.54367742,47.30793078,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,LCH2
44109-P-026,Recteur Schmitt 1,44109,Rue du Recteur Schmitt,https://www.parkings-nantes.fr/fr/parcs-relais,tous,0,95,95,3,0,0,0,0,0,0,210,24440040400129,-1.5529031,47.25173525,normal_payant,0.60,1.20,1.80,2.40,12.00,28.3,66.6,ouvrage,Gratuit usager TC Libertan – accès Carte Libertan,  ticket P+R combiné,  ticket horaire - 24h/24h,RTS1
44143-P-033,Trocardière,44143,Rue de la Trocardière,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,287,287,7,0,16,0,0,0,0,N/A,24440040400129,-1.57109559,47.18329274,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,TRO1
44215-P-036,Porte de Vertou,44215,Rue de la Grand'Maison,https://www.parkings-nantes.fr/fr/parcs-relais,tous,0,207,175,0,0,30,0,0,0,0,220,24440040400129,-1.50516018,47.18017529,normal_payant,0.60,1.20,1.80,2.40,12.00,28.3,66.6,enclos_en_surface,Gratuit usager TC Libertan – accès Carte Libertan,  ticket P+R combiné,  ticket horaire - 24h/24h,PVT1
44109-P-039,Bourdonnières 2,44109,Rue des Bourdonnières,https://www.parkings-nantes.fr/fr/parcs-relais,tous,0,96,96,2,0,0,0,0,0,0,220,24440040400129,-1.52298286,47.1864015,normal_payant,0.60,1.20,1.80,2.40,12.00,28.3,66.6,enclos_en_surface,Gratuit usager TC Libertan – accès Carte Libertan,  ticket P+R combiné,  ticket horaire - 24h/24h,BOD2
44172-P-048,La Planchonnais,44172,Rue de la Planchonnais,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,87,87,2,0,10,0,0,0,0,N/A,24440040400129,-1.47497405,47.25319774,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,PLA1
44109-P-060,Commerce,44109,Place du Commerce,https://www.parkings-nantes.fr/fr/parkings/commerce,tous,0,489,0,2,0,72,10,0,2,0,180,24440040400129,-1.55769456,47.21310889,normal_payant,2.80,4.90,6.50,7.40,15.90,92,170,ouvrage,accessible 6h - minuit du lundi au jeudi et 6h - 1h du vendredi au dimanche 7j/7 (abonnés),COM1
44109-P-063,Decré-Bouffay,44109,18 Rue du Moulin,https://www.parkings-nantes.fr/fr/parkings/decre-bouffay,tous,0,511,0,10,10,65,7,0,26,0,180,24440040400129,-1.55400463,47.21666261,normal_payant,2.80,4.90,6.50,7.40,15.90,92,170,ouvrage,accessible 6h30 - 22h30 du dimanche au jeudi et 6h30 - 2h les vendredis et samedis 7j/7 (abonnés),44531
44109-P-077,CHU 1,44109,Quai de Tourville,https://www.parkings-nantes.fr/fr/parkings/chu,tous,0,148,0,3,0,0,0,0,0,0,N/A,24440040400129,-1.5572315,47.20935064,normal_payant,2.50,5.00,7.60,9.90,28.90,39.5,0,enclos_en_surface,accessibles 24h/24 et 7j/7 - abonnements résidents et commerçants,CHU1
44047-P-091,Gare de Couëron nord,44047,Rue des Daudières,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,83,83,2,0,4,0,0,0,0,220,24440040400129,-1.72355361,47.22281571,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,GCO2
44109-P-016,Haluchère 2,44109,Rue du Ranzay,https://www.parkings-nantes.fr/fr/parcs-relais,tous,0,159,159,4,0,48,0,0,0,0,210,24440040400129,-1.52497519,47.25023005,normal_payant,0.60,1.20,1.80,2.40,12.00,28.3,66.6,enclos_en_surface,Gratuit usager TC Libertan – accès Carte Libertan,  ticket P+R combiné,  ticket horaire - 24h/24h,HAL2
44114-P-035,Orvault-Morlière,44114,Avenue de la Morlière,https://www.parkings-nantes.fr/fr/parcs-relais,tous,0,283,283,7,0,0,0,0,0,0,230,24440040400129,-1.60293016,47.24677664,normal_payant,0.60,1.20,1.80,2.40,12.00,28.3,1,ouvrage,Gratuit usager TC Libertan – accès Carte Libertan,  ticket P+R combiné,  ticket horaire - 24h/24h,OMR1
44143-P-037,Trentemoult-Roquios,44143,Quai Surcouf,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,48,48,2,0,3,0,0,0,0,N/A,24440040400129,-1.57778393,47.19525251,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,TRE2
44162-P-045,Marcel Paul,44162,Boulevard Marcel Paul,https://www.parkings-nantes.fr/fr/parcs-relais,tous,0,144,144,4,0,36,0,0,0,0,220,24440040400129,-1.61800835,47.24590456,normal_payant,0.60,1.20,1.80,2.40,12.00,28.3,66.6,enclos_en_surface,Gratuit usager TC Libertan – accès Carte Libertan,  ticket P+R combiné,  ticket horaire - 24h/24h,MPA1
44109-P-073,Talensac,44109,Rue Le Nôtre,https://www.parkings-nantes.fr/fr/parkings/talensac,tous,0,340,0,7,10,43,4,0,6,0,180,24440040400129,-1.5583388,47.22024445,normal_payant,2.80,4.90,6.50,7.40,15.90,92,170,ouvrage,accessible 6h30 - 23h00 du lundi au samedi et 7h30 à 20h le dimanche 7j/7 (abonnés),TAL1
44109-P-090,Gréneraie,44109,Route de Saint Sébastien,https://www.parkings-nantes.fr/fr/parcs-relais,tous,0,215,215,5,0,50,0,0,0,0,220,24440040400129,-1.5333618,47.20013007,normal_payant,0.60,1.20,1.80,2.40,12.00,28.3,66.6,enclos_en_surface,Gratuit usager TC Libertan – accès Carte Libertan,  ticket P+R combiné,  ticket horaire - 24h/24h,GRE1
44035-P-021,La Chapelle Aulnay Est,44035,Avenue du Manoir,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,46,46,2,0,50,0,0,0,0,N/A,24440040400129,-1.54104919,47.30838879,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,LCH1
44114-P-028,Plaisance,44162,203 route de Vannes,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,83,83,2,0,10,0,0,0,0,N/A,24440040400129,-1.59344052,47.24053266,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,PLI1
44109-P-031,Recteur Schmitt 2,44109,Rue du Recteur Schmitt,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,45,45,2,0,18,0,0,0,0,N/A,24440040400129,-1.55247038,47.25202769,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,RTS2
44109-P-041,Baco-LU 1,44109,Allée Baco,https://www.parkings-nantes.fr/fr/parkings/baco-lu,tous,0,122,0,4,0,0,0,0,0,0,N/A,24440040400129,-1.55158577,47.21313962,normal_payant,2.50,5.00,7.60,9.90,29.60,39.5,0,enclos_en_surface,accessibles 24h/24 et 7j/7 - abonnements résidents uniquement,BAC1
44215-P-044,Maraîchers,44215,Rue de la Grand'Maison,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,76,76,2,0,10,0,0,0,0,N/A,24440040400129,-1.5106742,47.18516902,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,44256
44035-P-055,Neustrie 3,44020,Rue Christophe Colomb,https://www.parkings-nantes.fr/fr/parcs-relais,tous,0,23,23,1,0,0,0,0,0,0,N/A,24440040400129,-1.59164987,47.17734525,normal_payant,0.60,1.20,1.80,2.40,12.00,28.3,66.6,enclos_en_surface,Gratuit usager TC Libertan – accès Carte Libertan,  ticket P+R combiné,  ticket horaire - 24h/24h,NET3
44009-P-057,Quintaine,44009,Rue du Général Leclerc,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,49,49,1,0,0,0,0,0,0,N/A,24440040400129,-1.46166818,47.21719624,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,QUI1
44109-P-058,Cité des Congrès,44109,Avenue Jean Claude Bonduelle,https://www.effia.com/parking/parking-nantes-cite-des-congres-effia,tous,0,439,0,10,9,29,4,0,4,0,180,24440040400129,-1.543953,47.21289037,normal_payant,2.70,4.80,6.30,7.30,15.60,92,170,ouvrage,accessible du lundi au samedi  6h30 - minuit et 8h -19h le dimanche 7j/7 (abonnés),CIT1
44109-P-075,Gare Sud 2,44109,20 Boulevard de Berlin,https://www.effia.com/parking/parking-gare-de-nantes-sud-2-effia,tous,0,490,0,0,10,35,8,0,20,0,215,24440040400129,-1.53621619,47.21685482,normal_payant,2.90,5.00,7.60,10.50,22.70,92,170,ouvrage,accessibles 24h/24 et 7j/7,GAR2
44109-P-080,Gloriette 2,44109,Rue Albert de Mun,https://www.parkings-nantes.fr/fr/parkings/gloriettedeux,tous,0,100,0,3,0,0,0,0,0,0,N/A,24440040400129,-1.55957565,47.21054964,normal_payant,2.50,5.00,7.60,9.90,28.90,39.5,0,enclos_en_surface,accessibles 24h/24 et 7j/7 - abonnements résidents uniquement,GLO2
44109-P-086,Les Fonderies,44109,Rue de la Porte Gellée,https://www.parkings-nantes.fr/fr/parkings/parking-les-fonderies,tous,0,120,0,3,0,0,0,0,0,0,N/A,24440040400129,-1.54431448,47.2049593,normal_payant,1.30,2.80,3.90,6.50,15.00,28.5,0,enclos_en_surface,accessibles 24h/24 et 7j/7 - abonnements résidents uniquement,FON1
44215-P-088,Porte de Vertou 2,44215,Rue de la Grand'Maison,https://www.parkings-nantes.fr/fr/parcs-relais,tous,0,749,749,15,10,35,5,0,20,0,220,24440040400129,-1.50516018,47.18017529,normal_payant,0.60,1.20,1.80,2.40,12.00,28.3,66.6,ouvrage,Gratuit usager TC Libertan – accès Carte Libertan,  ticket P+R combiné,  ticket horaire - 24h/24h,PVT2
44162-P-005,Gare de Basse-Indre Sud,44162,Impasse de la Gare,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,54,54,2,0,0,0,0,0,0,N/A,24440040400129,-1.66103809,47.20415797,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,GIS1
44035-P-011,Grande Ouche,44020,Impasse de la Boisselée,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,30,30,2,0,10,0,0,0,0,N/A,24440040400129,-1.57947203,47.18199483,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,GRO1
44162-P-015,Gare de Basse-Indre Nord,44162,Rue de la Gare,,tous,1,43,43,1,0,10,0,0,0,0,N/A,24440040400129,-1.66058829,47.20437363,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,GIN1
44114-P-025,Le Cardo,44109,Esplanade du Cardo,https://www.parkings-nantes.fr/fr/parcs-relais,tous,0,201,201,4,0,11,0,0,0,0,210,24440040400129,-1.58451198,47.26250209,normal_payant,0.60,1.20,1.80,2.40,12.00,28.3,66.6,ouvrage,Gratuit usager TC Libertan – accès Carte Libertan,  ticket P+R combiné,  ticket horaire - 24h/24h,LCA1
44109-P-032,René Cassin,44109,Boulevard René Cassin,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,65,65,2,0,10,0,0,0,0,N/A,24440040400129,-1.5749979,47.26395092,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,REN1
44109-P-046,Santos Dumont,44109,Rue des Renards,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,34,34,1,0,22,0,0,0,0,N/A,24440040400129,-1.56822711,47.25932367,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,SAN1
44204-P-050,Pré Poulain,44204,Rue de Beaulieu,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,81,81,2,0,8,0,0,0,0,N/A,24440040400129,-1.44604469,47.27329419,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,PRE1
44109-P-061,Gare Château,44109,Boulevard de Stalingrad,https://www.effia.com/parking/parking-gare-de-nantes-nord-effia,tous,0,589,0,12,11,309,30,0,10,0,180,24440040400129,-1.54498433,47.21668903,normal_payant,2.90,5.00,7.60,10.50,22.70,92,170,ouvrage,accessible 24h/24 et 7j/7,GAR1
44109-P-067,Gare Sud 3,44109,Rue de cornulier,https://www.effia.com/parking/parking-gare-de-nantes-gare-sud-3-jallais-effia,tous,0,592,0,14,21,86,8,0,20,0,220,24440040400129,-1.53923821,47.21490404,normal_payant,2.90,5.00,7.60,10.50,22.70,92,170,ouvrage,accessibles 24h/24 et 7j/7,GAR3
44109-P-069,Gare Sud 1,44109,Rue de Berlin,https://www.effia.com/parking/parking-gare-de-nantes-sud-1-effia-0,tous,1,450,0,0,10,0,0,0,0,0,N/A,24440040400129,-1.53892578,47.2165698,normal_payant,0.00,0.00,0.00,0.00,0.00,0,0,ouvrage,accessibles 24h/24 et 7j/7,GSD1
44190-P-002,Gare de Frêne Rond,44190,Rue de l'Ouche Quinet,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,61,61,7,0,30,0,0,0,0,N/A,24440040400129,-1.49618579,47.19062284,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,GFR1
44114-P-012,Bignon,44114,Rue des Verts Prés,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,114,114,5,0,12,0,0,0,0,N/A,24440040400129,-1.59820022,47.24897524,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,BIG1
44162-P-023,François Mitterrand,44162,7 rue Virginia Woolf,https://www.parkings-nantes.fr/fr/parcs-relais,tous,0,206,206,10,0,36,0,0,0,0,200,24440040400129,-1.63948414,47.22170619,normal_payant,0.60,1.20,1.80,2.40,12.00,28.3,66.6,ouvrage,Gratuit usager TC Libertan – accès Carte Libertan,  ticket P+R combiné,  ticket horaire - 24h/24h,FMI1
44035-P-034,Neustrie 1,44020,Rue Christophe Colomb,https://www.parkings-nantes.fr/fr/parcs-relais,tous,0,779,779,4,10,50,0,0,20,0,230,24440040400129,-1.59309648,47.17545323,normal_payant,0.60,1.20,1.80,2.40,12.00,28.3,66.6,ouvrage,Gratuit usager TC Libertan – accès Carte Libertan,  ticket P+R combiné,  ticket horaire - 24h/24h,NET1
44035-P-054,Neustrie 2,44020,Rue Christophe Colomb,https://www.parkings-nantes.fr/fr/parcs-relais,tous,0,150,150,1,0,0,0,0,0,0,220,24440040400129,-1.5933997,47.17667244,normal_payant,0.60,1.20,1.80,2.40,12.00,28.3,66.6,enclos_en_surface,Gratuit usager TC Libertan – accès Carte Libertan,  ticket P+R combiné,  ticket horaire - 24h/24h,NET2
44109-P-068,Gloriette 1,44109,Rue Albert de Mun,https://www.parkings-nantes.fr/fr/parkings/glorietteun,tous,0,100,0,3,0,0,0,0,0,0,N/A,24440040400129,-1.56026557,47.21026232,normal_payant,2.50,5.00,7.60,9.90,28.90,39.5,0,enclos_en_surface,accessibles 24h/24 et 7j/7  - abonnements résidents uniquement,GLO1
44109-P-070,Descartes,44109,Rue Descartes,https://www.effia.com/parking/parking-nantes-descartes-effia,tous,0,250,0,6,10,35,5,0,20,0,215,24440040400129,-1.56440734,47.21724948,normal_payant,2.70,4.80,6.30,7.30,15.60,92,170,ouvrage,accessibles 24h/24 et 7j/7,DES1
44109-P-083,CHU 2,44109,Quai Moncousu,https://www.parkings-nantes.fr/fr/parkings/chu-2,tous,1,61,0,2,0,0,0,0,0,0,N/A,24440040400129,-1.55289526,47.20887896,normal_payant,2.50,5.00,7.60,9.90,28.90,0,0,enclos_en_surface,accessibles 24h/24 et 7j/7 - pas d'abonnement,CHU2
44018-P-092,Gare de Bouaye 2,44018,Rue de la Gare,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,190,190,2,0,0,0,0,0,0,220,24440040400129,-1.68187264,47.13944708,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,GBO2
44162-P-001,Frachon,44162,Boulevard Salvador Allende,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,156,156,0,0,10,0,0,0,0,N/A,24440040400129,-1.62163336,47.21869613,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,FRA1
44215-P-004,Gare de Vertou Sud,44215,Impasse du Bois Rigaud,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,55,55,5,0,30,0,0,0,0,N/A,24440040400129,-1.47857197,47.18568301,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,GVS1
44094-P-006,Gare de Mauves sur Loire,44094,Place de la Gare,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,91,91,3,0,12,0,0,0,0,N/A,24440040400129,-1.38890488,47.29325833,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,GMA1
44018-P-007,Gare de Bouaye 1,44018,Rue de la Gare,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,142,142,3,0,54,0,0,0,0,N/A,24440040400129,-1.68257543,47.13832236,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,GBO1
44109-P-009,Goudy,44109,Rue Gabriel Goudy,https://www.parkings-nantes.fr/fr/parcs-relais,tous,0,202,202,4,0,6,0,0,0,0,210,24440040400129,-1.54104775,47.19609894,normal_payant,1.80,3.60,5.40,7.20,24.00,28.3,66.6,enclos_en_surface,Gratuit usager TC Libertan – accès Carte Libertan,  ticket P+R combiné,  ticket horaire - 24h/24h,GOU1
44109-P-013,Beauséjour,44109,Route de Vannes,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,61,61,2,0,36,0,0,0,0,N/A,24440040400129,-1.58734375,47.23841351,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,BEA1
44035-P-018,La Chapelle Erdre Active,44035,Rue de la Bèrangerais,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,49,49,2,0,30,0,0,7,0,N/A,24440040400129,-1.54434409,47.28311474,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,ERD1
44162-P-022,Duguay Trouin,44162,Boulevard Charles Gautier,https://www.parkings-nantes.fr/fr/parcs-relais,tous,0,83,83,2,0,12,0,0,0,0,220,24440040400129,-1.61663515,47.22392668,normal_payant,0.60,1.20,1.80,2.40,12.00,28.3,66.6,enclos_en_surface,Gratuit usager TC Libertan – accès Carte Libertan,  ticket P+R combiné,  ticket horaire - 24h/24h,DUG1
44143-P-027,Huit Mai,44143,Place du 8 Mai 1945,https://www.parkings-nantes.fr/fr/parcs-relais,tous,0,199,199,5,0,30,0,0,0,0,210,24440040400129,-1.55143945,47.19003375,normal_payant,1.80,3.60,5.40,7.20,24.00,28.3,66.6,ouvrage,Gratuit usager TC Libertan – accès Carte Libertan,  ticket P+R combiné,  ticket horaire - 24h/24h,HMA1
44190-P-029,Gare des Pas Enchantés,44190,Rue de la Loire,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,81,81,6,0,40,0,0,0,0,N/A,24440040400129,-1.51299644,47.20822905,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,GPE1
44109-P-047,Ranzay,44109,Rue du Ranzay,https://www.parkings-nantes.fr/fr/parcs-relais,tous,0,245,245,5,0,48,0,0,0,0,220,24440040400129,-1.53313665,47.25436327,normal_payant,0.60,1.20,1.80,2.40,12.00,28.3,66.6,enclos_en_surface,Gratuit usager TC Libertan – accès Carte Libertan,  ticket P+R combiné,  ticket horaire - 24h/24h,RAN1
44204-P-049,La Noé,44204,Rue des Ponts,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,117,117,4,0,4,0,0,0,0,N/A,24440040400129,-1.43902006,47.26612064,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,NOE1
44198-P-051,Papillons,44198,Rue des Papillons,https://metropole.nantes.fr/services/deplacements-stationnement/stationnement/stationner-parking-relais,tous,1,54,54,3,0,8,0,0,0,0,N/A,24440040400129,-1.51857237,47.1470165,gratuit,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,Accessible libre 24h/24 et 7j/7,PAP1
44109-P-062,Aristide Briand,44109,Place Aristide Briand,https://www.effia.com/parking/parking-nantes-aristide-briand-effia,tous,0,307,0,9,17,0,0,0,10,0,180,24440040400129,-1.56291771,47.2170821,normal_payant,2.70,4.80,6.30,7.30,15.60,92,170,ouvrage,accessible 7h30 - 21h30 du lundi au samedi 8h – 19h le dimanche 7j/7 (abonnés),ARI1
44109-P-065,Gare Sud 4,44109,Rue Marcel Paul,https://www.effia.com/parking/parking-gare-de-nantes-gare-sud-4-effia,tous,0,435,0,9,13,50,5,0,10,0,220,24440040400129,-1.53791584,47.21509207,normal_payant,2.80,4.90,7.40,10.60,21.70,92,170,ouvrage,accessible du lundi au samedi 6h à 22h 7j/7 (abonnés),GAS4
44109-P-066,Feydeau,44109,Parvis Neptune,https://www.parkings-nantes.fr/fr/parkings/parking-feydeau,tous,0,495,0,11,10,46,0,0,20,0,N/A,24440040400129,-1.55254029,47.21406392,normal_payant,2.80,4.90,6.50,7.40,15.90,92,170,ouvrage,accessible 6h30 - 23h30 du dimanche au mercredi 6h30 - 2h00 jeudi au samedi 7j/7 (abonnés),FEY1
44109-P-072,Tour Bretagne,44109,4 Place de Bretagne,https://www.parkings-nantes.fr/fr/parkings/tour-bretagne,tous,0,648,0,13,10,85,8,0,15,0,180,24440040400129,-1.55823146,47.21783141,normal_payant,2.80,4.90,6.50,7.40,15.90,92,170,ouvrage,accessible 6h30 - 22h30 en semaine et 8h -19h le dimanche 7j/7 (abonnés),BRE1
44109-P-076,Château,44109,Rue Henri IV,https://www.parkings-nantes.fr/fr/parkings/chateau,tous,0,104,0,5,0,0,0,0,0,0,N/A,24440040400129,-1.54783216,47.21697856,normal_payant,2.50,5.00,7.60,9.90,28.90,39.5,0,enclos_en_surface,accessibles 24h/24 et 7j/7 - abonnements résidents uniquement,CHA3
44109-P-078,Bellamy,44109,Impasse de la Courtine,https://www.parkings-nantes.fr/fr/parkings/bellamy,tous,0,78,0,2,0,0,0,0,0,0,N/A,24440040400129,-1.55767526,47.22234886,normal_payant,2.40,4.80,7.20,9.60,35.60,39,0,enclos_en_surface,accessibles 24h/24 et 7j/7 - abonnement commerçants uniquement,BEL1
44109-P-082,Baco-LU 2,44109,Allée Baco,https://www.parkings-nantes.fr/fr/parkings/baco-lu,tous,0,92,0,3,0,0,0,0,0,0,N/A,24440040400129,-1.54897044,47.21432106,normal_payant,2.50,5.00,7.60,9.90,28.90,39.5,0,enclos_en_surface,accessibles 24h/24 et 7j/7 - abonnements résidents uniquement,BAC2
44109-P-094,Parc Loueurs,44109,Rue de Berlin,,abonnés,0,190,0,0,0,0,0,0,0,0,N/A,24440040400129,-1.53977719,47.21535718,tarif_special,0.00,0.00,0.00,0.00,0.00,0,0,enclos_en_surface,accessibles 24h/24 et 7j/7 - réservé aux professionnels loueurs,GSL2
