id,nom,insee,adresse,url,type_usagers,gratuit,nb_places,nb_pr,nb_pmr,nb_voitures_electriques,nb_velo,nb_2r_el,nb_autopartage,nb_2_rm,nb_covoit,hauteur_max,num_siret,Xlong,Ylat,tarif_pmr,tarif_1h,tarif_2h,tarif_3h,tarif_4h,tarif_24h,abo_resident,abo_non_resident,type_ouvrage,info,id_source
67043-P-001,Parking Espace européen de l'entreprise,67043,Avenue de l'Europe 67800 Bischheim France,https://www.strasbourg.eu/lieu/-/entity/id/687110,tous,0,170,170,,,,,,,,N/A,56850068000018,7.71957619,48.61632844,,,,,,4.20,,,enclos_en_surface,Parking P+R géré par la CTS. Ouverture 24h/24 et 7j/7. Accès gratuit pour les abonnés CTS. Le ticket permet de stationner sur le P+R pour la journée jusqu'à 7h00 le lendemain matin (au-delà de cet horaire, une majoration de 10 euros par jour supplémentaire sera appliquée). Le ticket d'effectuer un aller-retour en tram et/ou en bus pour les occupants du véhicule voyageant ensemble (jusqu'à 7 personnes maximum).,1399_DEP_25
67118-P-001,Parking Zénith,67118,Allée du Zénith 67201 Eckbolsheim France,https://www.strasbourg.eu/lieu/-/entity/id/687114,tous,1,2600,,65,,200,,,80,,N/A,24670048800017,7.68859164,48.59428589,,,,,,,,,enclos_en_surface,Parking géré par la Ville et Eurométropole de Strasbourg. Fermé en dehors des spectacles.,1400_DEP_26
67204-P-001,Parking Hoenheim gare,67204,Route de la Wantzenau 67800 Hoenheim France,https://www.strasbourg.eu/lieu/-/entity/id/687098,tous,0,300,300,,,,,,,,N/A,56850068000018,7.75723254,48.62774013,,,,,,4.20,,,enclos_en_surface,Parking P+R géré par la CTS. Ouverture 24h/24 et 7j/7. Accès gratuit pour les abonnés CTS. Le ticket permet de stationner sur le P+R pour la journée jusqu'à 7h00 le lendemain matin (au-delà de cet horaire, une majoration de 10 euros par jour supplémentaire sera appliquée). Le ticket permet d'effectuer un aller-retour en tram et/ou en bus pour les occupants du véhicule voyageant ensemble (jusqu'à 7 personnes maximum).,1387_DEP_13
67218-P-001,Parking Baggersee,67218,Avenue de Strasbourg 67400 Illkirch-Graffenstaden France,https://www.strasbourg.eu/lieu/-/entity/id/687092,tous,0,460,460,,,,,,,,N/A,56850068000018,7.73601068,48.54451822,,,,,,4.20,,,enclos_en_surface,Parking P+R géré par la CTS. Ouverture 24h/24 et 7j/7. Accès gratuit pour les abonnés CTS. Le ticket permet de stationner sur le P+R pour la journée jusqu'à 7h00 le lendemain matin (au-delà de cet horaire, une majoration de 10 euros par jour supplémentaire sera appliquée). Le ticket permet d'effectuer un aller-retour en tram et/ou en bus pour les occupants du véhicule voyageant ensemble (jusqu'à 7 personnes maximum).,1376_DEP_2
67482-P-001,Parking Centre Opéra Broglie,67482,Impasse de Bischeim 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687062,tous,0,460,,5,,,,3,,,190,30211499600028,7.749182,48.5855909,,2.40,4.80,8.00,11.20,44.00,,100,ouvrage,"Parking géré par PARCUS. Parking moyenne durée. Ouvert 24h/24 et 7j/7. Tarification au quart d'heure. Tarif moto : 50% du tarif voiture. Forfaits ""soirée"" et ""nuit"".",1378_DEP_4
67482-P-002,Parking Gare courte durée,67482,Place de la Gare 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687064,tous,0,188,,,,,,,,,190,32022964405241,7.7356799,48.58417002,,1.60,5.60,7.20,29.60,54.00,,,ouvrage,"Parking géré par INDIGO. Parking courte durée. Ouvert 24h/24 et 7j/7. Tarification au quart d'heure. Tarif moto : 50% du tarif voiture. Forfaits ""soirée"" et ""nuit"".  Le parking Gare Courte durée dessert la Gare TGV de Strasbourg. Il dispose d'un accès aux quais.",1381_DEP_7
67482-P-003,Parking Gutenberg,67482,Place Gutenberg 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687066,tous,0,233,,5,,,,2,,,190,30211499600028,7.74856935,48.5813915,,2.40,4.80,8.00,11.20,46.00,,,ouvrage,"Parking géré par PARCUS. Parking courte durée. Ouvert 24h/24 et 7j/7. Tarification au quart d'heure. Forfaits ""soirée"" et ""nuit"".",1383_DEP_9
67482-P-004,Parking Kleber Homme de fer,67482,Place Kléber 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687068,tous,0,467,,,,,,,,,180,32022964405241,7.74425065,48.58415139,,2.40,4.80,8.00,,44.00,102,119,ouvrage,Parking géré par INDIGO. Parking courte durée. Ouvert 24h/24 et 7j/7. Tarification au quart d'heure.,1388_DEP_14
67482-P-005,Parking Tanneurs,67482,24-26 rue du Fossé des Tanneurs 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687070,tous,0,180,,,,,,,,,200,32022964405241,7.74374581,48.58303304,,3.20,6.40,9.60,12.80,44.00,,105,ouvrage,Parking géré par INDIGO. Parking courte durée. Ouverture 24h/24 et 7j/7.,1397_DEP_23
67482-P-006,Parking Austerlitz,67482,Rue des Bœufs 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687072,tous,0,460,,10,2,,,6,,,190,30211499600028,7.75171783,48.5782495,,1.60,3.20,4.80,6.40,20.00,,129,ouvrage,"Parking géré par PARCUS. Parking moyenne durée. Ouvert 24h/24 et 7j/7. Tarification au quart d'heure. Tarif moto : 50% du tarif voiture. Forfaits ""soirée"" et ""nuit"".",1375_DEP_1
67482-P-007,Parking Halles P1 Marais vert,67482,Rue du Marais Vert 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687074,tous,0,534,,17,,,,,,,190,30211499600028,7.74003506,48.58727358,,1.60,3.20,4.80,6.40,20.00,155,90,ouvrage,"Parking géré par PARCUS. Parking moyenne durée. Ouvert du lundi au samedi de 7h00 à 21h00. Sortie voiture possible 24h/24. Tarification au quart d'heure. Forfaits ""nuit"" et ""soirée"".",1384_DEP_10
67482-P-008,Parking P2 Sebastopol,67482,Rue de Sébastopol 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687076,tous,0,496,,12,,,,6,,,190,30211499600028,7.74229074,48.5870954,,1.60,3.20,4.80,6.40,20.00,,,ouvrage,"Parking géré par PARCUS. Parking moyenne durée. Ouvert 24h/24 e 7j/7. Tarification au quart d'heure. Forfaits ""soirée"" et ""nuit""",1385_DEP_11
67482-P-009,Parking P3 Wilson,67482,Rue des Halles 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687078,tous,0,1200,,25,2,,,,,,190,30211499600028,7.74056491,48.58788472,,1.60,3.20,4.80,6.40,20.00,25,133,ouvrage,"Parking géré par PARCUS. Parking moyenne durée. Ouvert du lundi au samedi de 7h00 à 21h00. Sortie voiture possible 24h/24. Tarification au quart d'heure. Forfaits ""nuit"" et ""soirée"".",1386_DEP_12
67482-P-010,Parking Rivetoile,67482,3 place Dauphine 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687080,tous,0,1100,,35,,,,,,,200,33852834200094,7.76133478,48.57286016,,0.40,0.80,1.20,1.60,20.00,,,ouvrage,Parking géré par la CEGIP. Parking moyenne durée. Ouvert du lundi au samedi de 7h00 à 21h00.Fermé les dimanches et jours fériés.,1392_DEP_18
67482-P-011,Parking Saint Nicolas,67482,Rue de la Porte de l'Hôpital 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687082,tous,0,360,,7,1,,,,,,190,30211499600028,7.74999988,48.57556141,,1.60,3.20,4.80,6.40,20.00,92,155,ouvrage,Parking géré par PARCUS. Parking moyenne durée. Ouvert 24h/24 e 7j/7. Tarification au quart d'heure. Tarif moto : 50% du tarif voiture.,1395_DEP_21
67482-P-012,Parking Sainte Aurélie Gare,67482,1 boulevard de Metz 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687084,tous,0,557,,17,2,,,4,,,190,30211499600028,7.73293398,48.5827269,,4.00,6.00,7.60,8.20,20.00,,,ouvrage,Parking géré par PARCUS. Parking moyenne durée. Ouvert 24h/24 et 7j/7. Tarification au quart d'heure. Tarif moto : 50% du tarif voiture. Le parking Sainte Aurélie dessert la Gare TGV de Strasbourg. Il dispose d'un accès direct aux quais et propose tous les services SNCF : écrans d'affichage des départs et arrivées des trains, borne d'achat et retrait des billets, composteur.,1396_DEP_22
67482-P-013,Parking Bateliers,67482,Rue de Zurich 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687086,tous,0,260,,6,2,,,2,,,190,30211499600028,7.75629234,48.58118441,,1.60,3.20,4.80,6.40,20.00,99,120,ouvrage,"Parking géré par PARCUS. Parking moyenne durée. Ouverture 24h/24 et 7j/7. Tarification au quart d'heure. Tarif moto : 50% du tarif voiture. Forfaits ""nuit"" et ""soirée"".",1377_DEP_3
67482-P-014,Parking Gare Wodli,67482,3 boulevard du Président Wilson 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687088,tous,0,955,,,,,,,,,190,32022964405241,7.73771245,48.586994,,2.00,4.00,5.60,7.80,20.00,91,130,ouvrage,Parking géré par INDIGO. Parking longue durée. Ouverture 24h/24 et 7j/7. Le parking Gare Wodli dessert la Gare TGV de Strasbourg. Il dispose d'un accès direct aux quais. Tarif motos : 50 % de réduction,1382_DEP_8
67482-P-015,Parking Centre historique Petite France,67482,Rue de Molsheim 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687090,tous,0,939,,20,6,,,2,8,,190,30211499600028,7.73512441,48.57893672,,0.80,2.40,3.60,4.80,12.00,92,118,ouvrage,"Parking géré par PARCUS. Parking longue durée. Ouvert 24h/24 et 7j/7. Tarification au quart d'heure. Forfaits ""soirée"" et ""nuit"".",1390_DEP_16
67482-P-016,Parking Ducs d'Alsace,67482,Rue des Ducs 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687094,tous,0,600,600,,,,,,,,N/A,56850068000018,7.71496506,48.58943197,,,,,,4.20,,,enclos_en_surface,Parking P+R géré par la CTS. Ouverture 24h/24 et 7j/7. Accès gratuit pour les abonnés CTS. Le ticket permet de stationner sur le P+R pour la journée jusqu'à 7h00 le lendemain matin (au-delà de cet horaire, une majoration de 10 euros par jour supplémentaire sera appliquée). Le ticket permet d'effectuer un aller-retour en tram et/ou en bus pour les occupants du véhicule voyageant ensemble (jusqu'à 7 personnes maximum).,1379_DEP_5
67482-P-017,Parking Elsau,67482,Rue Charles Winter 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687096,tous,0,220,220,,,,,,,,N/A,56850068000018,7.73031009,48.56840339,,,,,,4.20,,,enclos_en_surface,Parking P+R géré par la CTS. Ouverture 24h/24 et 7j/7. Accès gratuit pour les abonnés CTS. Le ticket permet de stationner sur le P+R pour la journée jusqu'à 7h00 le lendemain matin (au-delà de cet horaire, une majoration de 10 euros par jour supplémentaire sera appliquée). Le ticket permet d'effectuer un aller-retour en tram et/ou en bus pour les occupants du véhicule voyageant ensemble (jusqu'à 7 personnes maximum).,1380_DEP_6
67482-P-018,Parking Krimmeri Stade de la Meinau,67482,Avenue de Colmar 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687100,tous,0,190,190,,,,,,,,N/A,56850068000018,7.75109701,48.56109778,,,,,,4.20,,,enclos_en_surface,Parking P+R géré par la CTS. Ouverture 24h/24 et 7j/7. Accès gratuit pour les abonnés CTS. Le ticket permet de stationner sur le P+R pour la journée jusqu'à 7h00 le lendemain matin (au-delà de cet horaire, une majoration de 10 euros par jour supplémentaire sera appliquée). Le ticket permet d'effectuer un aller-retour en tram et/ou en bus pour les occupants du véhicule voyageant ensemble (jusqu'à 7 personnes maximum).,1389_DEP_15
67482-P-019,Parking Rives de l'Aar,67482,Rue du Wacken 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687102,tous,0,456,456,,,,,,,,190,56850068000018,7.75423346,48.59971611,,,,,,4.20,,,ouvrage,Parking P+R géré par la CTS. Ouverture 24h/24 et 7j/7. Accès gratuit pour les abonnés CTS. Le ticket permet de stationner sur le P+R pour la journée jusqu'à 7h00 le lendemain matin (au-delà de cet horaire, une majoration de 10 euros par jour supplémentaire sera appliquée). Le ticket permet d'effectuer un aller-retour en tram et/ou en bus pour les occupants du véhicule voyageant ensemble (jusqu'à 7 personnes maximum).,1391_DEP_17
67482-P-020,Parking Robertsau Boecklin,67482,Allée René Cassin 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687104,tous,0,92,92,,,,,,,,N/A,56850068000018,7.77612049,48.59805449,,,,,,4.20,,,enclos_en_surface,Parking P+R géré par la CTS. Ouverture 24h/24 et 7j/7. Accès gratuit pour les abonnés CTS. Le ticket permet de stationner sur le P+R pour la journée jusqu'à 7h00 le lendemain matin (au-delà de cet horaire, une majoration de 10 euros par jour supplémentaire sera appliquée). Le ticket permet d'effectuer un aller-retour en tram et/ou en bus pour les occupants du véhicule voyageant ensemble (jusqu'à 7 personnes maximum).,1393_DEP_19
67482-P-021,Parking Rotonde,67482,Rue de la Rotonde 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687106,tous,0,450,450,,,,,,,,190,56850068000018,7.72437357,48.59112534,,,,,,4.70,,,ouvrage,"Parking P+R géré par la CTS. Ouverture 24h/24 et 7j/7. Accès gratuit pour les abonnés CTS (abonnement spécifique ""Rotonde""). Le ticket permet de stationner sur le P+R pour la journée jusqu'à 7h00 le lendemain matin (au-delà de cet horaire, une majoration de 10 euros par jour supplémentaire sera appliquée). Le ticket permet d'effectuer un aller-retour en tram et/ou en bus pour les occupants du véhicule voyageant ensemble (jusqu'à 7 personnes maximum).",1394_DEP_20
67482-P-022,Parking Poteries,67482,Avenue François Mitterrand 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687108,tous,0,107,107,,,,,,,,N/A,56850068000018,7.69051237,48.58324864,,,,,,4.20,,,enclos_en_surface,Parking P+R géré par la CTS. Ouverture 24h/24 et 7j/7. Accès gratuit pour les abonnés CTS. Le ticket permet de stationner sur le P+R pour la journée jusqu'à 7h00 le lendemain matin (au-delà de cet horaire, une majoration de 10 euros par jour supplémentaire sera appliquée). Le ticket permet d'effectuer un aller-retour en tram et/ou en bus pour les occupants du véhicule voyageant ensemble (jusqu'à 7 personnes maximum).,1398_DEP_24
67482-P-023,Parking Hôpital Hautepierre,67482,13 rue Albert Calmette 67200 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687112,tous,0,800,,,,,,,,,205,32022964405241,7.70915305,48.59208066,,1.70,3.40,4.50,6.80,15.10,,67,ouvrage,Parking géré par INDIGO. Parking moyenne durée. Ouvert 24h/24 et 7j/7,1706_DEP_28
67482-P-024,P1 Esplanade - Centre commercial,67482,Rue de Londres 67000 Strasbourg France,https://www.strasbourg.eu/lieu/-/entity/id/687116,tous,0,250,,5,,,,,,,190,30211499600028,7.77158519,48.57750071,,1.50,2.70,3.90,4.30,10.30,,,ouvrage,"Parking géré par PARCUS. Parking moyenne durée. Ouvert du lundi au samedi de 7h00 à 21h00. Sortie voiture possible 24h/24. Fermé dimanche et jours fériés. Tarification au quart d'heure. Tarif moto : 50% du tarif voiture. Forfait ""nuit"".",1703_DEP_27
69033-P-000,Cailloux sur Fontaines - route de Noailleux,69033,97 Route de Noailleux, 69270, Cailloux-sur-Fontaines,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,185,96950545200017,4.8710485,45.8511561,,,,,,,50,50,,,
69034-P-000,Caluire - Stade Pierre Bourdan,69034,32 Rue François Peissel, 69300, Caluire-et-Cuire,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,185,96950545200017,4.840135945,45.79428645,,,,,,,60,60,,,
69034-P-001,Caluire - route de Strasbourg,69034,106 Route de Strasbourg, 69300, Caluire-et-Cuire,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,210,96950545200017,4.876767414,45.79857884,,,,,,,50,50,,,
69043-P-000,Chaponost - avenue André Devienne,69043,19 Avenue André Devienne, 69630, Chaponost,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,400,96950545200017,4.7413428,45.713737,,,,,,,40,40,,,
69046-P-000,Charly - place de la mairie,69046,67 PLACE DE LA MAIRIE, 69390, Charly,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,250,96950545200017,4.794289739,45.64940355,,,,,,,40,40,,,
69069-P-000,Craponne - rue Centrale,69069,35 Rue Centrale, 69290, Craponne,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,195,96950545200017,4.7201784,45.7455374,,,,,,,50,50,,,
69089-P-000,Francheville - avenue de la Table de Pierre,69089,45 Avenue de la Table de Pierre, 69340, Francheville,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,190,96950545200017,4.7508666,45.7472415,,,,,,,95,95,,,
69123-P-000,Vendôme,69123,49 rue VAUBAN, 69006, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,190,96950545200017,4.846698343,45.76522062,,,,,,,156.4,156.4,,,
69123-P-001,Debourg - Georges Gouy,69123,16 rue georges gouy, 69007, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,155,96950545200017,4.835916544,45.73270041,,,,,,,50,50,,,
69123-P-002,Monplaisir Lumière,69123,38 rue villon, 69008, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,210,96950545200017,4.8649296,45.7443647,,,,,,,60,60,,,
69123-P-003,Dauphiné - Bréchan,69123,3 Rue Roger Brechan, 69003, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,190,96950545200017,4.8659473,45.7515322,,,,,,,68.5,68.5,,,
69123-P-004,Dauphiné - Lacassagne,69123,5 Rue Professeur Paul Sisley, 69003, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,220,96950545200017,4.8687362,45.7523382,,,,,,,63.5,63.5,,,
69123-P-005,Garibaldi - Blandan 1,69123,32 Rue du Béguin, 69007, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,180,96950545200017,4.852351353,45.74830557,,,,,,,65,65,,,
69123-P-006,Guillotière - St Michel,69123,13 Rue Saint-Michel, 69007, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,190,96950545200017,4.843779492,45.75278343,,,,,,,70,70,,,
69123-P-007,Jean Jaures - Simone de Beauvoir,69123,15 Rue Simone de Beauvoir, 69007, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,180,96950545200017,4.8334,45.7357048,,,,,,,60,60,,,
69123-P-008,Jean Macé - Jaboulay,69123,76 Rue Chevreul, 69007, Lyon,https://www.lpa-and-co.fr/,tous,0,11,,,,,,,,,185,96950545200017,4.846366018,45.74603712,,,2.00,,,16.00,50,50,,,
69123-P-009,Montchat - Dr Long,69123,177 Cours Dr Long, 69003, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,190,96950545200017,4.89453,45.7528755,,,,,,,66.936,66.936,,,
69123-P-010,Part-Dieu - Garibaldi,69123,34 Rue Amédée Bonnet, 69006, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,195,96950545200017,4.85048236,45.76601347,,,,,,,80,80,,,
69123-P-011,Paul Santy - Beauvisage,69123,68 Avenue Paul Santy, 69008, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,200,96950545200017,4.873460419,45.73180815,,,,,,,50,50,,,
69123-P-012,Perrache - 6 Seguin,69123,23 Rue Gilibert, 69002, Lyon,https://www.lpa-and-co.fr/,tous,0,11,,,,,,,,,200,96950545200017,4.822713247,45.74664392,,,2.00,,,16.00,75,75,,,
69123-P-013,Champ Vert -  Barthélémy Buyer,69123,215 Avenue Barthélémy Buyer, 69005, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,190,96950545200017,4.789065477,45.7640041,,,,,,,30,30,,,
69123-P-014,Halle Tony Garnier  - Varille,69123,4 Rue Mathieu Varille, 69007, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,190,96950545200017,4.827015943,45.7327109,,,,,,,60,60,,,
69123-P-015,Montchat - Jules Vernes,69123,115 Avenue Lacassagne, 69003, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,200,96950545200017,4.8761289,45.7496825,,,,,,,75,75,,,
69123-P-016,Observance,69123,58 Montée de l'Observance, 69009, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,190,96950545200017,4.8097803,45.7692125,,,,,,,35,35,,,
69123-P-017,Albert Thomas - Gazagnon,69123,8 Impasse Gazagnon, 69003, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,200,96950545200017,4.874986749,45.74763872,,,,,,,62.1,62.1,,,
69123-P-018,Saxe Gambetta - Villeroy,69123,55 Rue Villeroy, 69003, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,200,96950545200017,4.84875326,45.75514129,,,,,,,60,60,,,
69123-P-019,Université Lyon 3 - Boisard,69123,29 Rue Abbé Boisard, 69003, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,185,96950545200017,4.858637709,45.75084687,,,,,,,60,60,,,
69123-P-020,85 Debourg,69123,85 Avenue Debourg, 69007, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,180,96950545200017,4.836148235,45.73137811,,,,,,,55,55,,,
69123-P-021,Jean Jaurès - 100  Yves Farge,69123,100 Boulevard Yves Farge, 69007, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,190,96950545200017,4.8292579,45.7379407,,,,,,,49,49,,,
69123-P-022,Jean Jaurès - 169 Mérieux,69123,169 Rue Marcel Mérieux, 69007, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,190,96950545200017,4.8296082,45.736563,,,,,,,49,49,,,
69123-P-023,Jean Jaurès - 92 Yves Farge,69123,92 Boulevard Yves Farge, 69007, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,190,96950545200017,4.8295654,45.7382294,,,,,,,49,49,,,
69123-P-024,Menival - Joliot Curie,69123,94 Rue Joliot Curie, 69005, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,220,96950545200017,4.7838894,45.7544694,,,,,,,65,65,,,
69123-P-025,Grange Blanche - Longefer,69123,50 Rue Longefer, 69008, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,190,96950545200017,4.879724,45.7389627,,,,,,,72,72,,,
69123-P-026,Part-Dieu - Paul Bert,69123,3 Rue de la Bannière, 69003, Lyon,https://www.lpa-and-co.fr/,tous,0,11,,,,,,,,,185,96950545200017,4.855751507,45.75657432,,,2.00,,,16.00,85,85,,,
69123-P-027,Gare Part-Dieu - Flandin,69123,23 Rue Maurice Flandin, 69003, Lyon,https://www.lpa-and-co.fr/,tous,0,11,,,,,,,,,190,96950545200017,4.8630575,45.7616839,,,2.00,,,16.00,68,68,,,
69123-P-028,Part-Dieu - Brotteaux,69123,49 Boulevard des Brotteaux, 69006, Lyon,https://www.lpa-and-co.fr/,tous,0,11,,,,,,,,,190,96950545200017,4.857353149,45.76486005,,,2.00,,,16.00,82,82,,,
69123-P-029,Part-Dieu - Felix Faure,69123,29 Rue Danton, 69003, Lyon,https://www.lpa-and-co.fr/,tous,0,11,,,,,,,,,200,96950545200017,4.857498791,45.75391423,,,2.00,,,16.00,85,85,,,
69123-P-030,Saint Théodore,69123,4 Rue du Dauphiné, 69003, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,195,96950545200017,4.862245917,45.74979759,,,,,,,60,60,,,
69123-P-031,Confluence - Delandine,69123,74 Rue Delandine, 69002, Lyon,https://www.lpa-and-co.fr/,tous,0,11,,,,,,,,,190,96950545200017,4.8232072,45.742173,,,2.00,,,16.00,60,60,,,
69123-P-032,Part-Dieu - Massena,69123,102 Rue Masséna, 69006, Lyon,https://www.lpa-and-co.fr/,tous,0,11,,,,,,,,,190,96950545200017,4.8548177,45.76551,,,2.00,,,16.00,130,130,,,
69123-P-033,Part-Dieu - Vauban,69123,106 Rue Vauban, 69006, Lyon,https://www.lpa-and-co.fr/,tous,0,11,,,,,,,,,190,96950545200017,4.852662809,45.7656689,,,2.00,,,16.00,82,82,,,
69123-P-034,Thiers - Bellecombes 1,69123,28 Rue Petrequin, 69006, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,180,96950545200017,4.862417881,45.76754348,,,,,,,65,65,,,
69123-P-035,Bon Pasteur,69123,26 Rue du Bon-Pasteur, 69001, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,190,96950545200017,4.829354843,45.77212136,,,,,,,100,100,,,
69123-P-036,Champ Vert -  Janin,69123,24 Rue Soeur Janin, 69005, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,180,96950545200017,4.7999207,45.7613141,,,,,,,44,44,,,
69123-P-037,Jean Macé - Bons Enfants,69123,4 Rue des Bons Enfants, 69007, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,180,96950545200017,4.838198341,45.74365239,,,,,,,40,40,,,
69123-P-038,Croix Rousse - Denfert Rochereau,69123,28 Rue Denfert Rochereau, 69004, Lyon,https://www.lpa-and-co.fr/,tous,0,11,,,,,,,,,190,96950545200017,4.824906302,45.77550197,,,2.00,,,16.00,90,90,,,
69123-P-039,Croix Rousse - rue de Cuire,69123,43 Rue de Cuire, 69004, Lyon,https://www.lpa-and-co.fr/,tous,0,11,,,,,,,,,190,96950545200017,4.829689738,45.77837359,,,2.00,,,16.00,90,90,,,
69123-P-040,Quai Joseph Gillet,69123,7 Rue des Entrepôts, 69004, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,180,96950545200017,4.811344362,45.77582648,,,,,,,60,60,,,
69123-P-041,Simondan,69123,23 Rue Sylvain Simondan, 69009, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,190,96950545200017,4.831469579,45.8024862,,,,,,,55,55,,,
69123-P-042,Université Lyon 3 - Dauphiné,69123,15 Rue du Dauphiné, 69003, Lyon,https://www.lpa-and-co.fr/,tous,0,11,,,,,,,,,190,96950545200017,4.865279848,45.75149626,,,2.00,,,13.00,60,60,,,
69123-P-043,Halle Tony Garnier  - Debourg,69123,5 Avenue Debourg, 69007, Lyon,https://www.lpa-and-co.fr/,tous,0,11,,,,,,,,,190,96950545200017,4.827048613,45.73170389,,,2.00,,,13.00,60,60,,,
69123-P-044,Part-Dieu - Ney,69123,94 Rue Ney, 69006, Lyon,https://www.lpa-and-co.fr/,tous,0,11,,,,,,,,,180,96950545200017,4.855985802,45.76498197,,,2.00,,,16.00,80,80,,,
69123-P-045,Jean Macé - Camille Roy,69123,36 Rue Camille Roy, 69007, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,185,96950545200017,4.847637725,45.74522011,,,,,,,50,50,,,
69123-P-046,Route de Vienne - Fonlupt,69123,11 Rue Antoine Fonlupt, 69008, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,180,96950545200017,4.8532545,45.7367887,,,,,,,40,40,,,
69123-P-047,Lafayette - Les Halles,69123,92 Cours Lafayette, 69003, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,240,96950545200017,4.848706283,45.76354113,,,,,,,105,105,,,
69123-P-048,Debourg - 194 Marcel Mérieux,69123,194 Rue Marcel Mérieux, 69007, Lyon,https://www.lpa-and-co.fr/,abonnés,0,11,,,,,,,,,195,96950545200017,4.8295944,45.7322479,,,,,,,45,45,,,
